x,y
6.27711653075825e-05,-1.0021631312114344e-06
6.279205240746214e-05,-1.0021519669874225e-06
6.28131066308522e-05,-1.0021770168120634e-06
6.28141604098011e-05,-1.0021342602151253e-06
6.280112834588603e-05,-1.0021600194994882e-06
6.278765159817974e-05,-1.002196760411293e-06
6.275854675187432e-05,-1.0021353089438226e-06
6.274243033996489e-05,-1.0021653977713974e-06
6.273521396979574e-05,-1.0022162060159806e-06
6.273259182581162e-05,-1.002214750574259e-06
6.273642847287143e-05,-1.0022032750775141e-06
0.001218025994865239,-1.0831427589037926e-06
0.0035294357523805867,-2.119389230695673e-06
0.006996071374422883,-5.545904258409066e-06
0.011617846194077864,-1.15823334280084e-05
0.01739528802561109,-2.102386826299868e-05
0.02406934421976743,-3.093455041932934e-05
0.030856067322293314,-1.8700587684118225e-05
0.03764196169509735,3.3716780140720756e-05
0.04443171982307797,0.00011831655322938327
0.05122117876273622,0.00022767989498992408
0.058008455258444634,0.0003679685951210649
0.06479601614016267,0.0005416849216631353
0.07158411606530632,0.0007448097108542677
0.0783711537209766,0.0009766313271038873
0.08515705239508302,0.0012393449682607154
0.09194244498387065,0.00153277318785221
0.09872698622500155,0.0018557508148874114
0.1055101684613571,0.002208649676699586
0.11229209628009547,0.00259196571893989
0.11907283575720012,0.0030051256558735256
0.12585202386249383,0.0034478115139661646
0.1326294565933575,0.00392038077103892
0.1394051428240077,0.0044228967993969834
0.14606643416877033,0.004939379013692275
0.1528568641491478,0.005453978062072803
0.15964242640643625,0.005952656887089604
0.16642360140574,0.006460878249062007
0.17320932859433386,0.006975629288932239
0.17999660933667605,0.007483449114360036
0.18678067156032357,0.00798926591833148
0.19356344191999084,0.008499401248736268
0.20034655912231025,0.009009445995137763
0.20712821571629927,0.009516964482706381
0.21390786889386532,0.010025070734530964
0.22068661068177295,0.010534318010269071
0.22734271125621458,0.011036626770938422
0.23410900515060454,0.011568611391823908
0.24087101282373602,0.012138466824790979
0.2476341286986646,0.012739703561247666
0.25439529394476096,0.013365043601255238
0.2611521913897929,0.014019670257438246
0.2679067061115017,0.014706484612802457
0.2746592089242893,0.015422716255244443
0.28140849825888764,0.01616799716707514
0.28815445407933665,0.016943969192578894
0.2948975180391383,0.017750381188772636
0.30163740931848515,0.018586366506229902
0.3083737547121705,0.019452187875960415
0.31510663812952877,0.020347916690280764
0.3218359251959072,0.02127312612911386
0.32856139281225644,0.022227827242379594
0.33528315968733013,0.02321221535583293
0.3420009513106374,0.02422620594343689
0.34871457072464135,0.025269724763635582
0.35542378014431386,0.02634311268340974
0.3621286128097492,0.027446548683241277
0.36882860468560136,0.028579675882129264
0.375523183481585,0.029742427434997876
0.38221175308254474,0.030934779757141203
0.3888940317278772,0.032156612744444986
0.39556987689868517,0.03340742857214623
0.4022390992798002,0.03468703331191565
0.40890170339610254,0.03599583168965244
0.41555788333088484,0.037333701491833265
0.4222079711391558,0.03870088879822714
0.4288520532278682,0.04009707183485036
0.43549027119480377,0.04152266625865138
0.4421226944094453,0.04297759308241021
0.44874917833715544,0.04446168910246608
0.4553695528731203,0.04597495545846578
0.46198370891961144,0.047517400114906135
0.4685915417108768,0.049088921978272027
0.47519290466808844,0.050689463110116705
0.48178765484806685,0.05231903824587812
0.4883756787441263,0.05397762693018494
0.49495678434924734,0.05566520157068765
0.5014227173741018,0.05734646726532994
0.5080154013118832,0.05904853542005715
0.5146053524972581,0.060732574273683844
0.5211880764611737,0.06242595052417927
0.5277731383964108,0.06412649272832018
0.5343603152352927,0.06581989755722721
0.540944425180614,0.06751083821862894
0.5475270719783427,0.06920624672022761
0.5541111754943329,0.07090165227789011
0.5606954291952159,0.07259475672297618
0.5672790321541921,0.07428851928772112
0.5738632904096743,0.07598365682686462
0.5804484982536326,0.07767834616931403
0.5870339908501753,0.07937264020540052
0.593619760544148,0.08106753633872463
0.6002061702004635,0.0827627638270446
0.6067929954523781,0.08445780561345988
0.6133798364598807,0.08615286109098734
0.6198475720381887,0.08782057386167824
0.6264188379904188,0.08953735630556842
0.6329788665080336,0.09129058140567203
0.6395332937317169,0.09307549852636268
0.6460807051814266,0.09488403511770883
0.6526178451211063,0.09672092273904796
0.6591462762505392,0.09858926735839268
0.6656674680400704,0.10048551622674069
0.6721801867537189,0.10240877265505403
0.6786839840954315,0.10436117079884158
0.6851796325492405,0.10634269899281219
0.6916671888298334,0.10835215945140798
0.6981460081855556,0.110389892000614
0.70461569407148,0.11245690179036023
0.7110764957046523,0.11455309092755125
0.7175282249478203,0.11667778201419958
0.7239703555384054,0.11883108715767957
0.7304027354856575,0.12101326852491315
0.7368252473129737,0.12322396025730274
0.7432378223166706,0.12546276746723006
0.7496401510451348,0.12772971697683522
0.7560320828567096,0.13002495790804097
0.7624135956822362,0.13234832414204728
0.7687846554214682,0.1346997333067108
0.7751451620669478,0.1370792515184023
0.7814951755713354,0.13948679687814225
0.7878346314645346,0.14192227644511793
0.7941634763312788,0.1443856866994475
0.8004815998809497,0.14687701706439626
0.8067888885163788,0.1493962321978603
0.8130850879221755,0.15194345125005448
0.8193700497333424,0.1545187185600872
0.8256436795933965,0.1571216985787359
0.8319057277500536,0.15975252594233896
0.8381559916190718,0.1624110040219426
0.8443942949980683,0.16509716014335926
0.8506203759808028,0.16781108159503075
0.8568341381255269,0.17055263420702677
0.863035522717352,0.17332171352188272
0.8692243385541153,0.17611846419900204
0.8754005563272962,0.17894261462976996
0.8814521408165722,0.18174570018148978
0.8875845032885826,0.18464244595049092
0.893686595594677,0.18759961386186852
0.8997644622776834,0.19061390359418676
0.9058179721453917,0.19367705531589663
0.9118428804421563,0.19679250242882546
0.9178393881078455,0.19996346203051824
0.9238089326378858,0.20318690394836408
0.9297501820960747,0.20646146323942105
0.9356617477715262,0.20978872040659866
0.9415438439781931,0.21316839522636274
0.9473962160508107,0.21659945935475042
0.9531119280532171,0.22002127981805294
0.9588826471148887,0.22356986746322788
0.9646009452856666,0.2271997375969477
0.9702726210658582,0.23090777266943224
0.9758978387639292,0.23468579332087466
0.9814715690097254,0.23853615349808804
0.9869929516640457,0.24246167812034194
0.9924624823655981,0.24646032170862076
0.9978788300974069,0.25053009830095235
1.0032402153162407,0.25467186988466706
1.0085462256790616,0.2588849478288851
1.013796195803556,0.26316791045579463
1.0188937402703213,0.2674440897938535
1.0240065691098539,0.2718762408237692
1.0290340731199796,0.2764026305094133
1.0339814645323773,0.28102100252551787
1.0388500189495615,0.285722889548691
1.0436338983494884,0.29050814315315826
1.0482381381064156,0.295293544605896
1.052792136141995,0.3002711766752466
1.057200340319322,0.30537915042513203
1.0614770883398086,0.3106062120535472
1.065621589832263,0.31593641641460973
1.0695394366335371,0.32127591775913006
1.0733284094627245,0.32683662558306714
1.076905597137479,0.33253911137635794
1.080285619790829,0.3383677451065906
1.0834647192528317,0.3443052144870189
1.0864279325370743,0.3503509748412312
1.089147576617038,0.35640126333148914
1.0917947888729862,0.3625316250104487
1.0944896940958468,0.3686716007932666
1.0972917426781823,0.37478206479009085
1.1002787271860348,0.3808362737761594
1.1035535315678335,0.38677440803574614
1.1071519489922828,0.39251431348668653
1.1109326535819335,0.39806920480025676
1.1148362815052695,0.4036529372102823
1.1188207900360618,0.4092004540838107
1.1229292079707796,0.4146656470443946
1.1271348709781304,0.4200422382707977
1.13139796837527,0.4253535874546517
1.1356346431523558,0.4306433413566229
1.1397483883903716,0.4359890806104672
1.1436673771553236,0.4414522030411328
