time,position_x,position_y,position_z,roll,pitch,yaw
1666749603.6084359,2.000061024696834,1.9999990008984534,0.008528683684471903,0.0,0.0,0.0
1666749603.6353033,2.00006104327061,1.9999990008303918,0.008530183930966566,0.0,0.0,0.0
1666749603.669089,2.0000610703524697,1.999999000790376,0.00853386444276496,0.0,0.0,0.0
1666749603.7028382,2.0000610724312606,1.999999000884339,0.008525827423135294,0.0,0.0,0.0
1666749603.7376719,2.0000610711285525,1.9999990007719362,0.008530460092440219,0.005656232317626993,0.3286740354262638,0.00012154436504452313
1666749603.7714534,2.000046076622537,1.9999985749465308,0.00852773833804389,0.005656250059942563,0.32865413553925227,0.00012158987119393258
1666749603.8055804,1.9999918072461094,1.9999937543268897,0.008531857998285656,0.0052021884777214405,0.32862041475568304,0.44527049194079676
1666749603.839554,1.999907380277931,1.9999828556603314,0.008532254289551523,0.0033861076947055008,0.32854592724924936,2.129890310092598
1666749603.8733087,1.9999422829398845,1.999980162203798,0.008536070192017476,0.0005160867859911293,0.32847951954737725,4.737646473477757
1666749603.9075868,2.0005421653015505,2.0000738363854076,0.008532968670165262,-0.0030471859298690485,0.32772717946462904,7.861130732172162
1666749603.9416912,2.0021088627053083,2.000439378710413,0.00854116976192015,-0.00729026070101541,0.32431015913001315,11.505313940850563
1666749603.9755719,2.004755951036966,2.001251322367053,0.008557586252827135,-0.011927839007840026,0.31702644102262256,15.352196978863194
1666749604.0099618,2.0078244606624387,2.002411041112487,0.00855843514349579,-0.016574288432066518,0.30622227868295404,19.040494964302265
1666749604.0441055,2.0108290755113303,2.003759351846861,0.008558261117960592,-0.021067712578839576,0.2957615995302458,22.602581299635737
1666749604.078188,2.013780908929379,2.0052699418202202,0.00855807880407123,-0.025098773389857866,0.28788748375486767,25.852529357165288
1666749604.112009,2.0166853881424176,2.006901241378592,0.008557913335246694,-0.02846596683517979,0.28238079762674356,28.365823845412947
1666749604.1457775,2.019537807501856,2.0086320676573677,0.008557762320491491,-0.030976763008101947,0.2790175202320542,30.366363266509982
1666749604.1800344,2.022336691647309,2.0104576495377646,0.008557642412308832,-0.032418537843925566,0.2776659364571663,32.25957036453876
1666749604.2141597,2.025089040522784,2.0123692948214464,0.00855754484032457,-0.03277624776879677,0.2782139239376459,34.06051675347689
1666749604.2495067,2.027788269453265,2.0143458991618606,0.00855741702542486,-0.03205926170418704,0.28041312594219314,35.54644563574655
1666749604.2838485,2.0304347440320165,2.016406531002874,0.008557346388536922,-0.030520671487632864,0.28445413545813725,37.09097476600291
1666749604.318677,2.033052498219722,2.0185391655671983,0.008557279227964775,-0.02815857118471818,0.29035239781591593,38.77138871361634
1666749604.3530672,2.0356779354486956,2.020701184462843,0.008557202237762594,-0.024864597127435408,0.2974585606968992,39.4486735047275
1666749604.3870773,2.0383021667092094,2.022856865525665,0.008551459612816515,-0.02115807097565253,0.30596544222177685,39.4110551503388
1666749604.4217556,2.040879768532368,2.025018785217494,0.008529250024137963,-0.017544252028646474,0.3162200412697354,39.535994609522895
1666749604.4554725,2.043406210444078,2.0272400619971274,0.008524160015618192,-0.0142697016503371,0.3270078197937272,40.755494531968566
1666749604.4896276,2.0459280764757266,2.0295141928817615,0.0085074183513365,-0.01037092999531645,0.336678725548891,41.88836397261433
1666749604.5240016,2.048462212788171,2.031791329955676,0.008509415037260387,-0.005543100328228796,0.34387538355534747,42.064836821018794
1666749604.5582707,2.050984969330007,2.034058105310229,0.008502858600390649,-0.0004837005432162608,0.34844735752326117,41.86121468411161
1666749604.5926652,2.0534836478223157,2.036336741467198,0.00850758282230291,0.00399068279438424,0.3498659449686432,42.14662918872531
1666749604.6272094,2.0559563735218016,2.0386406423966434,0.008508442903188208,0.008123676083889052,0.3479255153953766,42.695620553668746
1666749604.6613634,2.05842118394111,2.040971800184121,0.008522635891250787,0.012143083619816092,0.34301448185755573,43.29704005617369
1666749604.6958506,2.060887887244669,2.0433095288220455,0.008531173361825063,0.016623039004486338,0.3361026403223623,43.479492754576384
1666749604.7299433,2.0633475597347144,2.045646137351505,0.008541781163231918,0.021356258828940763,0.3281738813412821,43.480568775184445
1666749604.7641387,2.0657931996463326,2.04799095426107,0.008547954425219216,0.02594018883461485,0.3202748811315067,43.661612027689635
1666749604.7979996,2.0682298597356072,2.050350897474279,0.008557542068565686,0.030399153906810753,0.31324810825585975,43.98623652846289
1666749604.832059,2.0706655786891917,2.0527203945305526,0.008557865788937013,0.03510368611703928,0.3080831294913748,44.19727973161359
1666749604.866497,2.0731005789549566,2.0550913073629045,0.008557693313330934,0.040210296702805085,0.3054448842237615,44.239578278156806
1666749604.901336,2.075530279174828,2.0574637445840676,0.00855755099843037,0.045521422965372434,0.3052843422058589,44.27919945262109
1666749604.9355085,2.0779537802734303,2.0598426106817085,0.008551187509303339,0.05086563808952613,0.30743712449059435,44.4131112453399
1666749604.969377,2.0803755806927464,2.0622286962627747,0.008542541863006547,0.056280473260739344,0.31183601090282254,44.56054501464307
1666749605.0036812,2.082799603757345,2.064616068479821,0.008534534988834554,0.0618272222389141,0.3179163373621554,44.59897300507872
1666749605.0379179,2.085220944470435,2.067001688246876,0.00852564019442416,0.06739725059700573,0.3248146254796331,44.56345010419311
1666749605.0719957,2.087636479483901,2.069389866156307,0.008520603442258187,0.07270411682639398,0.3315043264628903,44.6331660371274
1666749605.1057646,2.090048853094554,2.071784021565886,0.008512656442492413,0.07763264802485985,0.3371266035579004,44.758219619941215
1666749605.1403005,2.0924614794175396,2.0741802896352475,0.008513428958756453,0.08221348353050797,0.3412502951910523,44.82131858054162
