time,x,y
5707341,6.109217238939986e-05,-9.992908647574831e-07
36655527,6.107860521589388e-05,-9.992786254998839e-07
70980955,6.107728575466654e-05,-9.99260809606693e-07
105056936,6.108626361285833e-05,-9.992142365158525e-07
139684411,6.110574421200445e-05,-9.992091339770598e-07
173463044,6.111619218469951e-05,-9.992983196279011e-07
207774612,6.111901283765002e-05,-9.993098613161423e-07
241953334,6.110232366175256e-05,-9.992562262886764e-07
276210600,6.109131335810439e-05,-9.993245540933403e-07
310621483,6.108064907672389e-05,-9.993121147472326e-07
345136166,6.107904465716557e-05,-9.992937722498571e-07
379384035,6.10877464601012e-05,-9.992469512863262e-07
413726826,6.110695273509891e-05,-9.992416112111536e-07
447858380,0.0012162822230438555,-1.1215982211102424e-06
482035486,0.0035280224455829555,-2.432740439952075e-06
516192944,0.006994755908324139,-6.774037654524734e-06
550015875,0.01161654787735683,-1.4485070974477388e-05
584370538,0.017394062124152752,-2.6481430311617027e-05
618967926,0.024060093250248025,-3.9996364156760615e-05
653329738,0.030846772378411554,-3.153668649617573e-05
687289796,0.03763281746133217,1.6949038520384795e-05
721612735,0.04442282189337247,9.690007405311329e-05
755815329,0.051212441839835775,0.00020104194621496294
789934339,0.0579998988272639,0.0003358206034782366
823713940,0.06478774203144398,0.0005035818014344893
858049712,0.07145492065316755,0.0006897750906593272
892072172,0.07825857822318331,0.0008662772806970506
925644139,0.0850561735551161,0.0010280108785979932
959678711,0.09185028488442795,0.0012001529150971544
994047090,0.09864934464011568,0.0013777586286219863
1028237986,0.10544977265337478,0.0015482734969816552
1062729375,0.11224781292743011,0.0017175031240886044
1096572479,0.11904634482624149,0.001890929817327262
1131229860,0.1258467180527148,0.002064031975399271
1165159343,0.13264701975208823,0.0022349230937246576
1198737460,0.139446973160129,0.002406545878462833
1232802729,0.14624769089235165,0.0025792252304912616
1267381447,0.15304904732557414,0.0027512711023212353
1301806347,0.15985045873724887,0.00292291657080008
1336232779,0.1666521330316164,0.0030950338225495273
1370372299,0.17345436677967555,0.0032672873286707896
1404990306,0.18025662805370454,0.0034392619673882367
1439026612,0.18705839773558422,0.0036112442744773957
1473745364,0.19372858606996873,0.0037829132685381103
1507943849,0.20051799516874358,0.003979628791179008
1541766073,0.20730383225834265,0.004214884303122489
1575439429,0.21409068818907245,0.004481921801062833
1610236768,0.22087508000043501,0.004773443490373475
1644164856,0.22765526057912738,0.005095096434787098
1678546509,0.23443402422603368,0.005449380886688265
1712987655,0.24121179913274782,0.005832794294252704
1747202626,0.24798762909287989,0.006244791331705771
1781177463,0.2547616495225558,0.006687542055382464
1815069342,0.2615343824702938,0.007160714800713408
1849978010,0.26818507246510015,0.007647516624073692
1885044113,0.2749726702370464,0.008132168030407939
1918987053,0.28175527025476665,0.008601084115388598
1955372034,0.2885336227500266,0.009079658481683866
1990117279,0.29531652913869283,0.009564491310787418
2026029699,0.3021013158308931,0.010042498585784067
2059926368,0.30888378780153125,0.010518788744231596
2094491085,0.3156664255364696,0.010999296187219728
2128614715,0.3224508934071043,0.011479757453690322
2163658341,0.32923543938583866,0.01195798430322325
2197603541,0.33601983741014024,0.012436851999011688
2232303754,0.34280494820076807,0.012916867762478473
2267269176,0.3494611926422638,0.013390284494092318
2300536891,0.356236038923123,0.013893457316506118
2335678660,0.3630072423892357,0.014434758853035206
2369726347,0.3697793773173081,0.015008198196768005
2404064309,0.3765489299287312,0.015605879456628256
2437225539,0.38331319417149873,0.01623298753746197
2469751936,0.3900737778371535,0.01689265887308664
2503571224,0.3968310472352395,0.01758149657478008
2539580564,0.4035838218793668,0.0182989491337908
2573724312,0.41033201672348596,0.01904705307516752
2609467389,0.4170764265550931,0.019825561446199288
2643060830,0.4238173004070868,0.02063362786269167
2676501394,0.4305544860673051,0.021471464679024943
2709488007,0.43728833991387966,0.022339299641416066
2743505933,0.44401894327520613,0.02323669926032006
2779192484,0.45074598856241727,0.024163587264038337
2813393760,0.4574693431407729,0.02512018898026775
2848317711,0.46418896399925635,0.026106436381661834
2883563740,0.47090460646897575,0.027122247480036738
2917954732,0.4776159746750926,0.028168096849668745
2952647134,0.48432310169229487,0.02924421732349668
2986796652,0.4910259286387078,0.030350285845049726
3021507438,0.4977241414117072,0.03148624929906065
3055273438,0.5044172679668774,0.03265212529428859
3088339534,0.5109873376845194,0.03382026793827328
3122550418,0.5176930610749907,0.034999129542940315
3156524668,0.5243941982383767,0.03616026904029616
3191163154,0.5310886577636228,0.03733170565718449
3225842636,0.5377862135748503,0.03851011056781524
3260449531,0.5444854405919182,0.0396811137942583
3294815746,0.5511814944964251,0.040849780774407644
3329035246,0.5578767422566313,0.042023340671092646
