time,x,y
14213721,2.00005907561134,1.9999990041285864
48234066,2.0000590765018442,1.9999990041330764
82101169,2.0000590823042494,1.9999990041382587
115836070,2.0000590970839967,1.9999990041619247
149445741,2.0000591177962406,1.9999990042327263
183923621,2.0000591263152585,1.9999990041206115
218717783,2.0000591313493965,1.9999990041183553
252351925,2.0000591146815423,1.999999004131661
287311794,2.0000591106579946,1.9999990041066829
321622053,2.0000591111402075,1.999999004110373
355735975,2.0000591165136687,1.9999990041149835
390211961,2.0000591308668096,1.9999990041381364
424703466,2.000059143401759,1.999999004094902
458966924,2.001214178105518,1.9999989970230194
493689756,2.0035248154289778,1.9999989763673938
528438879,2.0067759979310194,2.0000004489249683
562329447,2.0101649359483877,2.000012334363973
596776644,2.013552553059054,2.0000431322368692
630405236,2.016943697232957,2.0000905212441036
664161867,2.0203351552878854,2.000150608762485
698615616,2.0237249380788094,2.000225422101536
733006588,2.0271150696096267,2.000316455629756
767189820,2.0305060135931203,2.000422204589016
801251794,2.033896432246,2.000542180209461
835022326,2.0372862321510588,2.0006773326699543
869453323,2.0406760045852335,2.000827793451423
903847951,2.0440655931330682,2.0009930835562524
937941214,2.047454594414767,2.001173231827936
972411374,2.0508430290720723,2.0013684954465374
1005881588,2.054230093482535,2.001578730424667
1039957226,2.0574698845151547,2.001795411554836
1074561104,2.0608441086924976,2.002046206481575
1108696146,2.064213268592156,2.002330780817241
1142734260,2.067582274930593,2.0026467551446556
1177295601,2.0709483019837776,2.0029897849004095
1211650210,2.0743082706088636,2.0033622834840688
1246566416,2.077520063622608,2.0037497849437615
1280488107,2.0808635294921025,2.0041933986172533
1315063338,2.0841985824611626,2.0046841215276867
1349050482,2.087530002486596,2.0052213673955666
1383225609,2.0908551803299398,2.0058009327329187
1417028432,2.0941711897887116,2.006423933740064
1450799141,2.0973309363343784,2.007066294079946
1485555307,2.1006036392533756,2.0078027416136948
1520292482,2.103858453377408,2.0086204626977473
1555395864,2.1071011930947052,2.0095113865375067
1588665958,2.1103230948845066,2.0104684395175028
1623478506,2.113519870498029,2.0114964769383823
1657890451,2.116545798449573,2.0125524042878875
1691930745,2.1196489819609443,2.013752800662433
1725926742,2.122703415097494,2.0150770734458687
1760414453,2.125719204027562,2.0165100757401753
1794748930,2.128681911603263,2.0180390126106618
1828716237,2.131583109341539,2.0196712957082403
1862683978,2.1342967296574002,2.0213341983599094
1896688801,2.137044958412783,2.0231824445502173
1931560012,2.139702149430701,2.025156687371054
1965372870,2.1422742458761497,2.0272522379502167
1999759854,2.144754068959525,2.0294554155696725
2033957457,2.1471313270667993,2.0317642929381563
2068097317,2.1492926586876036,2.034070672559059
2104004472,2.1513874538681814,2.036585512886176
2138230934,2.153290571872458,2.0392356342715585
2173721382,2.1550169061943207,2.0420252888758865
2208332266,2.1565688129142337,2.0449179960312436
2242334103,2.157924567068487,2.0478967958621257
2277507197,2.159063015744904,2.0509508633877536
2313103228,2.159936574677946,2.0540569052954325
2347808603,2.1605015953633564,2.057221761885291
2382384661,2.1607674682607496,2.0604442127011477
2416456759,2.1607530115644034,2.0636795231970253
2450632558,2.160444606074536,2.0668826592738347
2485531582,2.15981921432014,2.0700307655853725
2519472304,2.15888406028975,2.0731127615670046
2553310292,2.157663679046474,2.0760955574220388
2587706564,2.156166539310373,2.0789418476105537
2622511923,2.154397299967786,2.081628648515294
2657616212,2.152375804132538,2.084135945991058
2692518732,2.1501252395283537,2.086438095422801
2726604000,2.1476640425630733,2.088511037771003
2761243978,2.1450127974844504,2.0903370123498255
2794513106,2.1421977948407047,2.091900487795093
2829655686,2.1392461442198907,2.0931861442590054
2864470683,2.1361723345441175,2.0941920864643366
2898709118,2.1329897337302537,2.0949597134085125
2933532622,2.1297365538766995,2.0955430545400326
2967694817,2.1264397853631154,2.0959758401598734
3001665488,2.123102397387613,2.096295655909369
3035721980,2.119728741872681,2.096553087505525
3069929994,2.1163288568095413,2.0968003161315796
3103790079,2.1129072097282178,2.097081799719004
3138176547,2.109466282431591,2.0974470315773406
3173468754,2.106015902219317,2.097949331103021
3207547619,2.102572582336579,2.098638973264968
3241486873,2.0991593896449023,2.099564008731937
3275580812,2.0958320322548065,2.1007447185508004
3310117371,2.092629287823476,2.1021045208653617
3344803492,2.0894936174959393,2.10357701851877
3378939090,2.0864010852979007,2.105200706491295
3413154341,2.0834011560472283,2.1069935261419372
3447493680,2.0805055753950112,2.108921041707451
3481683269,2.077687151144273,2.110991733548965
3515387328,2.074975991790185,2.113273944087447
3549859772,2.0724561034276814,2.115794895777297
3583417089,2.0701715625506725,2.1185184374312587
3617788834,2.068118975640851,2.121414107913229
3651336234,2.0663071376216933,2.1244750372422523
3685107022,2.0647602778900493,2.1276638331349047
3719870282,2.0634456543117192,2.1309087040624686
3753782390,2.0622881125795747,2.1341813488675143
3788103220,2.061246237250366,2.1374754088922696
3822611736,2.0602866817042282,2.14076531791598
3857956992,2.0593542775612366,2.144029505649673
3891889188,2.058396511975947,2.1472604092654155
3926260026,2.0573732692973214,2.1504455974474355
3961397398,2.0562431806764137,2.153564068858304
3995623066,2.0549635527692662,2.1565912867764014
